genres_position0,genres_position1,genres_position2,genres_freq,production_companies_position0,production_companies_position1,production_companies_freq,director_position0,director_freq
Action,Thriller,no option,42,others,others,1,Alistergrierson,1
Drama,Thriller,Horror,3,others,others,1,Mikaelhåfström,2
Action,Mystery,Thriller,2,others,others,1,Jaumecollet-serra,7
Action,Adventure,Crime,3,others,others,1,D.j.caruso,3
Action,Thriller,no option,42,others,others,1,Johnmoore,2
Action,Adventure,ScienceFiction,31,others,others,1,Rolandemmerich,6
Drama,Romance,no option,53,others,others,1,Gusvansant,4
Fantasy,Thriller,Action,1,others,others,1,Patricklussier,1
Action,Thriller,ScienceFiction,1,others,others,1,D.j.caruso,3
Animation,Adventure,Comedy,4,others,others,6,Carlossaldanha,3
Animation,Family,no option,8,others,others,1,Kellyasbury,3
Comedy,Drama,Romance,32,others,others,1,Danrush,1
Thriller,ScienceFiction,Mystery,2,others,others,1,Duncanjones,2
Action,Thriller,Crime,18,others,others,1,Marcforster,5
Comedy,no option,no option,138,LegendaryPictures,others,1,Toddphillips,4
ScienceFiction,Action,no option,8,others,others,1,Jonathanliebesman,3
Adventure,Action,Thriller,1,others,others,1,Martincampbell,3
Animation,Comedy,Family,1,others,others,1,Goreverbinski,3
Thriller,Action,Adventure,1,others,others,1,Peterberg,5
Adventure,Drama,Family,2,others,others,1,Martinscorsese,4
Drama,no option,no option,226,others,others,1,Kennethlonergan,2
Comedy,Drama,no option,79,others,others,1,Ronhoward,5
Family,Drama,no option,5,others,others,1,Seanmcnamara,2
Action,Comedy,Horror,1,others,others,1,Kevinmunroe,2
Action,Fantasy,Comedy,1,others,others,1,Paulfeig,6
Comedy,Romance,no option,47,others,others,1,Ivanreitman,2
Animation,Family,Adventure,2,others,others,1,Rajagosnell,3
Horror,Mystery,no option,9,others,others,4,Wescraven,1
Action,Comedy,ScienceFiction,4,others,others,1,Barrysonnenfeld,1
Comedy,Drama,no option,79,others,others,1,Jonathanlevine,5
Action,Crime,Comedy,2,others,others,1,Michelgondry,1
Drama,Romance,no option,53,others,others,1,Stellameghie,2
Action,Comedy,Crime,12,others,others,1,Daxshepard,1
Documentary,no option,no option,106,others,others,1,Jonbetz,1
Horror,Thriller,no option,78,others,others,1,Andréøvredal,1
Romance,Drama,Music,2,others,others,4,Bethanyashtonwolf,1
Comedy,Drama,Romance,32,others,others,1,Michaelshowalter,2
Horror,Thriller,no option,78,others,others,1,Michaelspierig,2
Horror,Thriller,no option,78,others,others,1,Danbush,1
ScienceFiction,Action,no option,8,others,others,1,Tituspaar,1
Action,Thriller,no option,42,others,others,1,Michaelcuesta,2
Crime,Mystery,Thriller,1,others,others,1,Mattreeves,3
Drama,no option,no option,226,others,others,1,Kogonada,1
Documentary,no option,no option,106,others,others,1,Rickbarnes,1
Family,Animation,Comedy,1,others,others,1,Jeremydegruson,2
Drama,Crime,Thriller,5,others,others,1,Dangilroy,2
Action,Drama,ScienceFiction,4,others,others,1,Normangregorymcguire,1
Crime,Drama,Thriller,18,others,others,1,Akansatayev,1
Action,Comedy,Crime,12,others,others,1,Brianhenson,1
Comedy,Horror,no option,17,others,others,1,Glennberggoetz,3
Crime,Action,no option,3,others,others,1,Keoniwaxman,2
ScienceFiction,no option,no option,7,others,others,1,Dougliman,5
Adventure,Animation,Comedy,6,others,others,1,Chrisrenaud,3
History,Drama,Mystery,1,others,others,1,Farhadsafinia,1
Documentary,no option,no option,106,others,others,1,Raoulpeck,1
Documentary,Music,no option,11,others,others,1,Damonblalack,1
Comedy,Crime,no option,14,others,others,1,Chrisaddison,1
Action,Thriller,Crime,18,others,others,1,Christiangudegast,1
Comedy,Drama,Romance,32,others,others,1,Gregberlanti,1
Family,Fantasy,Adventure,3,others,others,1,Stephengaghan,2
Action,Drama,no option,55,others,others,1,Dimitrilogothetis,2
Action,Adventure,Fantasy,19,LegendaryPictures,others,1,Robletterman,2
Horror,Drama,ScienceFiction,1,others,others,1,Johnkrasinski,3
Action,Thriller,no option,42,others,LegendaryPictures,1,Rawsonmarshallthurber,4
Action,Crime,Thriller,2,others,others,1,Fedealvarez,3
Thriller,Drama,Crime,1,others,others,1,Ridleyscott,8
Drama,Romance,no option,53,others,others,1,Danfogelman,2
Drama,History,no option,36,others,DreamWorksPictures,1,Stevenspielberg,9
Thriller,Horror,Comedy,2,others,others,1,Samlevinson,2
Thriller,Drama,Mystery,1,others,others,1,Drewgoddard,2
Thriller,Action,Drama,3,others,others,2,Isaacflorentine,3
Action,Adventure,Drama,4,others,others,1,Jenniferyuhnelson,2
Comedy,no option,no option,138,others,others,1,Stephenmerchant,1
Mystery,Comedy,Crime,2,others,others,1,Johnfrancisdaley,2
Horror,no option,no option,50,others,others,4,Garyj.tunnicliffe,1
Action,Horror,ScienceFiction,5,others,others,2,Williameubank,2
Horror,Mystery,ScienceFiction,1,others,others,1,Justinbarber,1
Horror,Action,Thriller,4,others,others,1,Gerardmcmurray,1
War,Drama,no option,5,others,others,1,Toddrobinson,2
Thriller,Action,Crime,5,others,others,3,Babaknajafi,2
Adventure,Comedy,Fantasy,1,others,others,1,Arisandel,2
Comedy,no option,no option,138,others,others,133,Caicarney,1
Comedy,no option,no option,138,others,others,1,Harmonykorine,2
Animation,Family,Adventure,2,others,others,1,Tommmoore,1
Action,no option,no option,18,others,others,1,Miguelangelferrer,1
Horror,Thriller,Fantasy,2,others,others,1,Johnr.leonetti,2
Comedy,Drama,no option,79,others,others,1,Neilburger,4
Action,no option,no option,18,others,others,1,Stevenc.miller,7
Comedy,Drama,Western,1,others,others,1,Jacquesaudiard,1
Horror,Mystery,Comedy,1,others,others,1,Christopherlandon,5
Horror,Mystery,Thriller,22,others,others,1,Corinhardy,1
Horror,Mystery,Thriller,22,others,others,1,Sylvainwhite,1
Crime,Drama,no option,15,others,others,1,Yanndemange,1
Horror,War,ScienceFiction,1,others,others,1,Juliusavery,1
Animation,Adventure,Comedy,4,others,others,3,Garthjennings,2
Crime,Romance,Thriller,1,others,others,1,Matthewross,1
Crime,Action,Thriller,8,others,others,1,S.craigzahler,3
Action,Crime,Thriller,31,others,others,1,Hanspettermoland,1
ScienceFiction,Adventure,no option,1,LegendaryPictures,others,3,Denisvilleneuve,5
Western,no option,no option,2,others,others,1,Jaredmoshe,1
Animation,Comedy,Family,8,others,others,3,Kylebalda,3
Drama,Comedy,no option,40,others,others,1,Jonahhill,1
Comedy,no option,no option,138,others,others,1,Kaycannon,1
Action,Comedy,Adventure,2,others,others,1,Jamesgunn,3
Action,Fantasy,ScienceFiction,2,others,others,1,Jaumecollet-serra,7
Horror,Drama,no option,3,others,others,1,Diederikvanrooijen,1
Romance,Drama,War,1,others,others,1,Josephruben,1
Western,Crime,Thriller,1,others,others,1,Danglaser,1
Documentary,no option,no option,106,others,others,1,Bonnicohen,1
History,Drama,Thriller,2,others,others,1,Johncurran,1
Animation,Action,Adventure,1,others,others,1,Nickbruno,1
Family,Animation,Adventure,4,DreamWorksAnimation,others,1,Jillculton,1
Comedy,no option,no option,138,others,others,1,Jonlucas,4
Comedy,Drama,no option,79,others,others,1,Ryanohm,1
Animation,Family,Adventure,4,others,others,1,Juliosotogurpide,1
ScienceFiction,Horror,Thriller,2,others,others,1,Justinbenson,1
Action,Crime,Thriller,31,others,others,1,Robcohen,3
Action,Adventure,ScienceFiction,31,MarvelStudios,others,1,Jonwatts,5
ScienceFiction,Action,Horror,1,AmblinEntertainment,others,1,Rupertwyatt,3
Crime,Drama,no option,15,others,others,1,Joshtrank,3
Comedy,Crime,Drama,5,others,others,1,Johnturturro,1
War,Drama,Action,1,others,others,1,Nicolaifuglsig,1
Thriller,Romance,Adventure,1,others,others,1,Baltasarkormákur,5
Comedy,Drama,no option,79,others,others,1,Adammckay,4
Drama,Romance,no option,53,others,others,1,Woodyallen,8
Drama,Romance,History,3,others,others,1,Clairemccarthy,1
Drama,Fantasy,no option,7,others,others,1,Davidlowery,4
Adventure,ScienceFiction,no option,1,others,others,1,Christianrivers,1
Comedy,Drama,Romance,32,others,others,1,Halliemeyers-shyer,1
Action,Adventure,ScienceFiction,31,others,others,1,Bradpeyton,4
Adventure,Crime,Drama,1,others,others,1,Brucelocke,1
Drama,no option,no option,226,others,others,1,Desireeakhavan,1
Mystery,Adventure,Comedy,1,others,others,1,Etancohen,2
Fantasy,Adventure,Family,3,WaltDisneyPictures,others,1,Lassehallström,4
Drama,no option,no option,226,others,others,1,Alfonsocuarón,2
Comedy,Drama,Music,2,others,others,1,Zoelister-jones,2
Comedy,Drama,Family,1,others,others,1,Richardloncraine,2
Fantasy,Comedy,Adventure,1,others,others,1,Jasonreitman,5
Documentary,no option,no option,106,others,others,1,Nealschrodetzki,1
ScienceFiction,Action,no option,8,others,others,1,Jonathanbaker,2
Adventure,Crime,Family,1,others,others,1,Rajagosnell,3
Comedy,Family,no option,8,others,others,1,Timhill,3
Action,Adventure,ScienceFiction,31,others,others,1,Travisknight,2
Music,Drama,History,2,others,others,1,Bryansinger,4
Horror,Thriller,no option,78,others,others,1,Davidgordongreen,10
Drama,no option,no option,226,others,others,1,Billydickson,1
Action,Thriller,no option,42,others,others,1,Ricromanwaugh,4
Horror,Mystery,Thriller,22,others,others,1,Michaelchaves,2
Comedy,Drama,Romance,32,others,others,2,Alexr.wagner,2
Adventure,Drama,Family,2,WaltDisneyPictures,others,1,Jonfavreau,4
Adventure,Fantasy,Romance,1,WaltDisneyPictures,others,1,Guyritchie,6
Adventure,Comedy,Family,3,WaltDisneyPictures,others,1,Marcforster,5
Family,Fantasy,Adventure,1,WaltDisneyPictures,others,2,Joachimrønning,2
ScienceFiction,Drama,no option,4,others,others,1,Jamesgray,4
Comedy,no option,no option,138,others,others,1,Seananders,5
Romance,Drama,no option,25,others,others,1,Scottspeer,2
Mystery,Thriller,Horror,3,others,others,1,Jordanpeele,3
Documentary,no option,no option,106,others,others,3,Mattduhamel,3
Drama,Mystery,no option,2,others,others,3,Mattduhamel,3
Drama,Thriller,no option,38,others,others,1,Denisedinovi,1
Drama,Horror,Mystery,3,others,others,1,Treyedwardshults,2
Comedy,no option,no option,138,others,others,3,Malcolmd.lee,6
Action,Animation,Adventure,1,DreamWorksAnimation,others,11,Chrismiller,1
Comedy,Family,no option,8,others,others,1,Davidbowers,3
Comedy,ScienceFiction,Action,2,AmblinEntertainment,others,1,F.garygray,3
Drama,History,no option,36,others,others,1,Andrewhyatt,2
Action,Adventure,Thriller,1,others,others,1,Matthewvaughn,4
Crime,Thriller,Drama,4,others,others,1,Toddphillips,4
Comedy,Romance,no option,47,others,others,1,Woodyallen,8
Animation,Action,Comedy,1,others,others,2,Aaronhorvath,1
Horror,Fantasy,no option,6,others,others,1,Andymuschietti,2
Comedy,no option,no option,138,others,others,4,Charlesstoneiii,1
ScienceFiction,Action,Adventure,11,others,others,1,Scottbuck,1
Horror,Thriller,no option,78,others,others,1,Samanthaparadise,1
Horror,Thriller,no option,78,others,others,1,Deontaylor,5
Drama,Thriller,Crime,6,others,others,1,Bennysafdie,2
Thriller,Action,Animation,1,others,others,2,Samliu,3
Music,Drama,no option,12,others,others,1,Andrewerwin,5
Music,Drama,Comedy,1,others,others,1,Bretthaley,2
Crime,Drama,no option,15,others,others,1,Georgetillmanjr.,2
Thriller,Horror,no option,24,others,others,133,Laineyauwarter,1
Action,History,Drama,1,others,others,1,Johnwynn,1
War,Drama,Romance,1,others,others,1,Domekarukoski,2
Family,no option,no option,2,others,others,1,Lisaarnold,1
Drama,Music,Romance,3,others,others,1,Jonm.chu,7
Comedy,Drama,no option,79,others,others,1,Billytooma,1
Drama,no option,no option,226,others,others,1,Fredhenryiii,1
Horror,Thriller,no option,78,others,others,1,Stevensoderbergh,8
Crime,Drama,Thriller,18,others,others,1,Jodiscurfield,1
Comedy,Drama,Thriller,2,others,others,1,Quentintarantino,3
Drama,Crime,Thriller,5,others,others,1,Andreadistefano,1
Romance,Drama,no option,25,others,others,1,Barryjenkins,2
Fantasy,Romance,no option,1,others,others,1,Michaelsucsy,2
Horror,Mystery,no option,9,others,others,1,Nicolaspesce,2
Thriller,no option,no option,32,others,others,3,Tylerperry,9
Action,Adventure,Fantasy,19,others,others,1,Pattyjenkins,2
Fantasy,Family,Comedy,2,AmblinEntertainment,others,1,Eliroth,4
Documentary,no option,no option,106,others,others,1,Frodefimland,1
Action,Adventure,Comedy,7,others,others,1,Davidkerr,1
Action,Horror,no option,3,others,others,1,Mikecuff,1
Horror,Action,Thriller,1,others,others,1,Panoscosmatos,1
Comedy,Romance,no option,47,others,others,1,Abbykohn,1
Action,Fantasy,Adventure,1,others,others,1,Simonmcquoid,1
Horror,ScienceFiction,Action,1,others,others,1,Johannesroberts,4
Thriller,Horror,no option,24,others,others,2,Jeffwadlow,3
Horror,Comedy,no option,8,others,others,3,Tylerperry,9
Animation,Comedy,Adventure,4,DreamWorksAnimation,others,4,Tommcgrath,2
Action,Adventure,Comedy,7,others,others,1,Elizabethbanks,3
Drama,no option,no option,226,others,others,1,Paulschrader,3
Horror,Thriller,Mystery,13,others,others,1,Jordanpeele,3
Action,Thriller,no option,42,others,others,1,Pierremorel,2
Comedy,Romance,no option,47,others,others,1,Olparker,2
Family,Animation,Comedy,1,others,others,1,Chrisbutler,2
Action,Thriller,Crime,18,others,others,1,Chadstahelski,3
Drama,History,no option,36,others,others,1,Josierourke,1
Fantasy,Horror,Action,1,others,others,1,Neilmarshall,1
Action,ScienceFiction,Adventure,8,others,others,1,Robw.king,1
Comedy,Action,no option,6,others,others,1,Jefftomsic,1
Comedy,Drama,Romance,32,others,others,1,Jonm.chu,7
Action,Comedy,no option,14,others,others,1,Susannafogel,1
Animation,Comedy,Adventure,4,others,others,1,Thuropvanorman,1
Action,ScienceFiction,Comedy,1,others,others,2,Jefffowler,2
Romance,Comedy,no option,17,others,others,1,Robgreenberg,1
Family,Animation,Music,1,others,others,1,Kellyasbury,3
Comedy,no option,no option,138,others,others,1,Malcolmd.lee,6
Comedy,no option,no option,138,others,others,1,Timkirkby,1
Fantasy,Action,Adventure,3,MarvelStudios,others,2,Samraimi,2
Thriller,History,Drama,2,others,others,1,Clinteastwood,8
Drama,no option,no option,226,others,others,1,Felixvangroeningen,1
Action,Adventure,Fantasy,19,WaltDisneyPictures,others,1,Jaumecollet-serra,7
Thriller,Drama,ScienceFiction,1,others,others,1,M.nightshyamalan,5
Drama,Horror,Mystery,3,others,others,1,Scottcooper,4
Comedy,War,Drama,1,others,others,1,Taikawaititi,3
Action,Thriller,Horror,1,others,others,1,Craigzobel,3
Comedy,Romance,no option,47,others,others,1,Tylerperry,9
Crime,Horror,Thriller,1,others,others,1,Clivetonge,1
Comedy,Drama,no option,79,others,others,1,Dakotagamble,1
Action,no option,no option,18,others,others,1,Jessev.johnson,3
Action,ScienceFiction,Thriller,4,others,others,1,Joecarnahan,3
Adventure,Mystery,Romance,1,others,others,1,Tomkonkle,1
Action,Comedy,no option,14,others,others,1,Michaeldowse,3
Drama,no option,no option,226,others,others,1,Almaharel,1
Adventure,Comedy,Fantasy,1,others,others,1,Jakekasdan,4
Comedy,Horror,ScienceFiction,1,others,others,1,Christopherlandon,5
Action,Comedy,Crime,3,others,others,1,Rawsonmarshallthurber,4
Thriller,Horror,Action,1,others,others,1,Alexandreaja,1
Drama,Romance,Crime,2,AmblinEntertainment,others,1,Stevenspielberg,9
Crime,no option,no option,1,others,others,1,Billcondon,6
Thriller,Drama,no option,18,others,others,1,Benedictandrews,1
Drama,Family,no option,9,others,others,1,Jerrya.vasilatos,1
Crime,Thriller,no option,20,others,others,1,Freddurst,1
Animation,Family,Comedy,2,WaltDisneyPictures,Pixar,6,Domeeshi,1
Animation,Comedy,Family,1,Pixar,WaltDisneyPictures,7,Enricocasarosa,1
Drama,Adventure,Family,1,others,others,1,Charlesmartinsmith,3
Animation,Family,Comedy,1,WaltDisneyPictures,Pixar,6,Petedocter,2
Family,Animation,Adventure,1,WaltDisneyPictures,Pixar,6,Danscanlon,2
Adventure,Action,ScienceFiction,8,AmblinEntertainment,others,3,Colintrevorrow,4
Horror,Music,no option,1,others,others,1,Gasparnoé,1
Drama,no option,no option,226,others,others,1,Michaelfredianelli,1
Action,Adventure,ScienceFiction,31,MarvelStudios,others,22,Ryancoogler,4
Comedy,no option,no option,138,others,others,1,Oliviawilde,2
Horror,Thriller,Mystery,13,others,others,1,Stephensusco,1
Mystery,Drama,Crime,1,others,others,1,Kennethbranagh,5
Animation,Adventure,Comedy,3,others,others,1,Lorenbouchard,1
Music,Drama,History,2,others,others,1,Dexterfletcher,2
Drama,Thriller,no option,38,others,others,1,Edwardnorton,1
Crime,Drama,Thriller,18,others,others,1,Clinteastwood,8
Drama,Fantasy,Thriller,1,others,others,1,Roberteggers,3
Romance,Comedy,no option,17,others,others,1,Petersegal,3
Action,ScienceFiction,Animation,1,others,others,1,Tatsuyanagamine,1
Documentary,no option,no option,106,others,others,1,Markcwiakala,1
Romance,Comedy,Drama,11,others,others,1,Billholderman,1
Horror,Thriller,no option,78,others,others,1,Tatetaylor,4
Drama,History,no option,36,others,others,1,Marielleheller,3
Horror,Thriller,Fantasy,2,others,others,1,Mikeflanagan,4
Action,no option,no option,18,others,others,1,Nickpowell,2
Action,no option,no option,18,others,others,1,Catherinehardwicke,3
Action,Thriller,ScienceFiction,5,others,others,1,Leighwhannell,3
Action,Crime,no option,13,others,others,1,Directorx.,1
Adventure,Comedy,Family,3,others,others,1,Jamesbobin,4
Mystery,ScienceFiction,no option,2,others,others,133,Kylerodgers,1
Comedy,Drama,no option,79,others,others,1,Rubenöstlund,1
Thriller,Crime,Action,2,others,others,1,Jamesmcteigue,3
Action,Adventure,ScienceFiction,31,MarvelStudios,others,22,Cateshortland,1
Drama,Comedy,no option,40,others,others,1,Rajkumarhirani,1
Drama,Romance,Thriller,3,others,others,1,Chrissivertson,1
Action,Crime,no option,13,others,others,1,Cathyyan,1
Crime,Drama,Family,1,others,others,1,Brandoncamp,1
Horror,Mystery,Thriller,22,others,others,1,Ariaster,2
Drama,History,Thriller,2,others,others,1,Chrisweitz,2
Horror,Thriller,no option,78,AmblinEntertainment,DreamWorksPictures,1,Floriasigismondi,1
Western,Drama,Action,1,others,others,1,Vincentdonofrio,1
Drama,no option,no option,226,others,others,1,Peterhedges,2
Action,Crime,no option,13,others,others,1,Scottwindhauser,1
Comedy,no option,no option,138,others,others,1,Seananders,5
Drama,Comedy,no option,40,others,DreamWorksPictures,1,Peterfarrelly,1
Thriller,Mystery,Drama,3,others,others,1,Aneeshchaganty,2
Drama,Crime,Documentary,1,others,others,1,Bartlayton,1
Drama,Music,History,5,others,others,1,Ethanhawke,1
Comedy,Drama,no option,79,others,others,1,Boburnham,1
Documentary,no option,no option,106,others,others,133,Bradbailey,1
Drama,Horror,Crime,1,others,others,1,Robzombie,3
Comedy,Crime,Drama,1,others,LegendaryPictures,1,Spikelee,3
Comedy,Romance,no option,47,others,others,1,Adamshankman,2
Action,Crime,no option,13,others,others,1,Timstory,6
Thriller,Action,no option,11,others,others,1,Lucbesson,3
Crime,Thriller,Mystery,1,others,others,1,Paulfeig,6
Thriller,Horror,no option,24,others,others,1,Rodosayagues,1
Adventure,Family,Drama,1,others,others,1,Chrissanders,1
Family,Animation,Comedy,1,others,others,1,Gregtiernan,1
Drama,no option,no option,226,others,others,1,Kevinsorbo,1
Drama,Action,no option,20,others,others,2,Stevencaplejr.,1
Horror,Thriller,no option,78,others,others,1,Michaelchaves,2
History,Drama,no option,8,others,others,1,Michaelalmereyda,3
Horror,Mystery,Thriller,22,others,others,1,Davidprior,1
Comedy,Romance,no option,47,others,others,1,Paulfeig,6
Adventure,Drama,no option,7,others,others,133,Carminecangialosi,1
Mystery,ScienceFiction,Horror,1,others,others,1,Richardstanley,1
Comedy,Crime,Mystery,3,others,others,1,Rianjohnson,4
Thriller,Horror,Drama,4,others,others,1,Aneeshchaganty,2
Action,Adventure,ScienceFiction,31,others,others,1,Danielkwan,2
Drama,Comedy,Crime,4,others,others,133,Rickyrosario,1
Fantasy,Horror,Mystery,1,others,others,1,Ozperkins,1
Comedy,Drama,Romance,32,others,others,1,Wesanderson,4
Documentary,no option,no option,106,others,others,1,Tomdonahue,1
Drama,Comedy,Crime,4,others,others,1,Lorenescafaria,3
Animation,Action,Family,1,others,others,1,Jaredstern,1
ScienceFiction,Thriller,Mystery,1,others,others,2,Jacobestes,1
Comedy,Crime,no option,14,others,others,1,Janiczabravo,1
Horror,Fantasy,Adventure,1,others,others,1,Jeffwadlow,3
Action,Crime,Drama,12,others,others,1,Steverahaman,1
Drama,Action,Crime,1,others,others,1,Liorgeller,1
Romance,Drama,no option,25,others,others,1,Jennygage,1
Fantasy,Comedy,Drama,1,others,AmblinEntertainment,1,Tomhooper,3
Drama,Romance,Crime,2,others,others,1,Melinamatsoukas,1
ScienceFiction,Horror,Comedy,1,others,others,1,Gerardjohnstone,1
Drama,no option,no option,226,others,others,1,Tomshadyac,1
Drama,Romance,History,3,others,others,1,Michaelengler,1
Crime,Action,Drama,1,others,others,1,Briankirk,1
Drama,Comedy,no option,40,others,others,1,Gurinderchadha,1
Drama,Horror,ScienceFiction,2,others,others,1,Larsklevberg,1
Romance,Drama,no option,25,others,others,1,Treyedwardshults,2
ScienceFiction,Thriller,Horror,3,others,others,1,Keiththomas,1
Horror,Thriller,no option,78,others,others,1,Nicholasmccarthy,2
War,Drama,History,2,others,others,1,Rodlurie,2
Action,Crime,Drama,4,others,others,1,Davidayer,5
Horror,Thriller,ScienceFiction,2,others,others,1,Davidyarovesky,1
War,Drama,History,1,DreamWorksPictures,others,1,Sammendes,3
Horror,Drama,Mystery,2,others,others,1,Ariaster,2
Animation,Family,Adventure,1,others,DreamWorksAnimation,2,Joelcrawford,2
Comedy,Horror,no option,17,others,others,133,Brettwilliammauser,1
Animation,Family,Fantasy,1,WaltDisneyPictures,others,5,Donhall,3
Romance,Drama,no option,25,others,others,1,Justinbaldoni,1
Action,ScienceFiction,Fantasy,2,others,others,1,Danielespinosa,4
Comedy,Fantasy,Romance,2,others,others,1,Tinagordon,2
Comedy,no option,no option,138,others,others,1,Miguelarteta,3
Drama,no option,no option,226,others,others,1,Jayroach,3
ScienceFiction,Action,Adventure,11,MarvelStudios,others,22,Chloézhao,2
Action,Thriller,Drama,4,others,others,1,Ricromanwaugh,4
Action,ScienceFiction,Horror,1,others,others,3,Jamesthomas,1
Comedy,Drama,no option,79,others,others,1,Nishaganatra,1
Action,Thriller,Drama,4,others,others,1,Adriangrunberg,2
Action,Comedy,Thriller,4,others,others,1,Patrickhughes,3
Drama,Romance,Comedy,3,others,others,1,Simoncurtis,3
Horror,Thriller,Mystery,13,others,others,1,Adamrobitel,4
Comedy,Crime,Action,2,others,others,1,Guyritchie,6
Family,Comedy,Adventure,1,others,others,1,Willgluck,4
Drama,Crime,History,4,others,others,1,Destindanielcretton,4
War,History,Action,1,others,others,1,Rolandemmerich,6
Action,Thriller,no option,42,others,others,1,Simonkinberg,2
Comedy,no option,no option,138,others,others,1,Genestupnitsky,1
Horror,Mystery,Thriller,22,others,others,1,Garydauberman,1
Comedy,no option,no option,138,others,others,1,Armandoiannucci,1
ScienceFiction,Thriller,Horror,3,others,others,1,Johnkrasinski,3
Documentary,Crime,no option,3,others,others,1,Pauldouglas,1
Drama,Action,no option,20,others,others,8,Elieverfly,1
Horror,Crime,Thriller,1,others,others,1,Simonberry,1
Horror,Thriller,no option,78,others,others,1,Justindec,1
Drama,Action,no option,20,others,others,3,Genevievegoulet,1
Action,Drama,no option,55,others,others,8,Heathermonroe,1
Action,Drama,no option,55,others,others,8,Edwardellsworthannis,1
Action,Drama,no option,55,others,others,2,Rickmichaels,1
Action,Drama,no option,55,others,others,2,Debbieszotecki,2
Action,Drama,no option,55,others,others,8,Rayrosas,2
Action,Drama,no option,55,others,others,8,Ericwatts,1
Action,Drama,no option,55,others,others,8,Rayrosas,2
Action,Drama,no option,55,others,others,8,Williemack,1
Action,Drama,no option,55,others,others,6,Joebellini,4
Action,Drama,no option,55,others,others,6,Joebellini,4
Drama,Action,no option,20,others,others,6,Joebellini,4
Action,Drama,no option,55,others,others,6,Joebellini,4
Action,Drama,no option,55,others,others,1,Debbieszotecki,2
Action,Drama,no option,55,others,others,1,Jacquesbaron,1
Action,Drama,no option,55,others,others,1,Tarkanaslan,1
Action,Drama,no option,55,others,others,6,Davidb.mclane,1
Action,Drama,no option,55,others,others,6,Markburnett,1
Drama,Action,no option,20,others,others,3,Teamadams,1
Drama,Action,no option,20,others,others,3,Samanthacohen,1
Action,Drama,no option,55,others,others,1,Kevinharvey,1
Drama,Action,no option,20,others,others,7,Davidjohnmarkland,3
Action,Drama,no option,55,others,others,7,Davidjohnmarkland,3
Action,Drama,no option,55,others,others,8,Tylerbateman,1
Drama,Action,no option,20,others,others,7,Seanmccaffrey,4
Action,Drama,no option,55,others,others,7,Seanmccaffrey,4
Drama,Action,no option,20,others,others,7,Seanmccaffrey,4
Drama,Action,no option,20,others,others,7,Seanmccaffrey,4
Documentary,no option,no option,106,others,others,133,Robinmaxkii,1
ScienceFiction,Thriller,no option,3,others,others,1,Neilburger,4
Crime,Drama,Thriller,18,others,others,1,Guillermodeltoro,5
Comedy,Family,no option,8,others,others,1,Sarahbest,1
Horror,Thriller,no option,78,others,others,1,Markmylod,2
Action,Drama,no option,55,others,others,7,Davidjohnmarkland,3
Action,Drama,no option,55,others,others,1,Stokelyhathaway,1
Action,Drama,no option,55,others,others,3,Bookerhuffman,2
Action,Drama,no option,55,others,others,3,Tellybistis,1
Action,Drama,no option,55,others,others,3,Bookerhuffman,2
Horror,Drama,Fantasy,1,others,others,1,Zoelister-jones,2
Drama,Action,no option,20,others,others,23,Josettebynum,8
Action,ScienceFiction,Fantasy,2,others,others,1,Dimitrilogothetis,2
Comedy,Action,Adventure,1,others,others,2,Michaelmatthews,2
Drama,History,Adventure,1,others,others,1,Danilakozlovskiy,1
Drama,Romance,no option,53,others,others,3,Stellameghie,2
Horror,Comedy,no option,8,others,others,133,Andrewboley,1
Action,ScienceFiction,Adventure,8,others,others,1,Chrismckay,2
Action,no option,no option,18,others,others,23,Thunderkitty,1
Action,Drama,no option,55,others,others,23,Madisynspagnola,3
Action,Drama,no option,55,others,others,23,Madisynspagnola,3
Drama,Action,no option,20,others,others,23,Madisynspagnola,3
Action,Drama,no option,55,others,others,23,March23,1
Action,Drama,no option,55,others,others,23,Josettebynum,8
Action,Drama,no option,55,others,others,23,Nicolepain,2
Action,Drama,no option,55,others,others,23,Nicolepain,2
Drama,Action,no option,20,others,others,23,Ajaperera,1
Action,Drama,no option,55,others,others,23,Bigswole,2
Action,Drama,no option,55,others,others,1,Priscillazuniga,1
Action,Drama,no option,55,others,others,23,Josettebynum,8
Drama,Action,no option,20,others,others,23,Bigswole,2
Action,Drama,no option,55,others,others,23,Josettebynum,8
Action,Drama,no option,55,others,others,23,Josettebynum,8
Action,Drama,no option,55,others,others,23,Mandyleon,1
Action,Drama,no option,55,others,others,23,Josettebynum,8
Action,Drama,no option,55,others,others,23,Josettebynum,8
Action,Drama,no option,55,others,others,23,Candicedawson,1
Action,Drama,no option,55,others,others,23,Sarahbridges,1
Action,Drama,no option,55,others,others,23,Vannarahriggs,1
Action,Drama,no option,55,others,others,23,Josettebynum,8
Drama,Action,no option,20,others,others,23,Rachelbarrington,1
Comedy,Family,Animation,2,others,others,1,Timstory,6
Music,Drama,no option,12,others,others,1,Sia,1
Family,Adventure,Comedy,1,others,others,1,Waltbecker,2
Horror,Thriller,Mystery,13,others,others,1,Adamrobitel,4
Drama,History,no option,36,others,others,1,Shakaking,1
Drama,no option,no option,226,others,others,1,Chloézhao,2
Documentary,no option,no option,106,others,others,1,Kylelollis,1
